Payload,Signature,AttackType,Severity,MITRE,Label,Description
",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
F2D27DF0348E9A3EAD6AC66330C31F821394D4CD1A5E139EEE85EA9D9F2A963E55EC87572F699FB834292CC9E37AD56B6B26AA379106CBA5E9AA544C688F3E92","F6D5A5C8DDEC57481610829F58D6C95BDAC5FA21082F3FA9CB5A36DCEAACBEDB""",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"CB2721ABDAF8E9DC516D621D8B8BF13A2C9E8689A25303BF,E9D2490BD0075B51D1BA5288514514AF",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"EDB59F017A178C9095805B88666496F8A6E24761256AE27F8F8994B07F5D9BBD2499F9560967849067899CE234D8E4769CF0AEE99474FA7A6F67D4E62E7F5650,8FFD993C85C8464EA7C117CA0CDB37572B60ECA8BABAA76C6BC94994CA115ECE",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"086BA0EB24E1A622F477B52C19C30A4069A0472CB089F6B80667368450C275CD9F649EC5DB9F8BCCD7B25E286F52852E956B0CD638EAE29E0B6B47F0A8FE6133,00B978835A8B45E0E11422C5F56E626306320DBFFCC6F3121D34AB8D32616E80",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"A0FF8AAEEF61C0F962B18DA75FC2FCB2113255870C45C3C695FF2F98652A665DEE2F57A7CA4236F17423EC0D7B6CE0F8BE25323D0FF4BA7DBB3113451709A781,5C66D9C8F48669CF12EA7E69EBEB2C2C2775F37DAFA3AF49",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"56AB7132992003EE87F74AE4D9675D65EED8018D3528C0B8874905B51940DEAF6B85F1D922D19AB8F69781B2326A2F978A064708822FD8C54ED74CADF8592E17,A69D80B92A16DFE1698DFE86D4CED630FA56D7C1661C8D05744449889B88E8DC",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"87AC8F432C8DB844A4EFD024301AC1AB5808BEE9D1870689B63794D33EE3B55CDB315BB480721A107187561F388C6BEF5B623BF31E2E725FC3F3F71A32BA5DFC,E001A307CCC8B1ADEA2C55B1246CDCFE8579576997FF92F7",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"F1ABAEE7E733A4CE4771C27EA79021D992E47B8801A3618305F9820F468FB193C63A21485DEFD0F51A5D8FD31B5A5BAA968DD456B9F7BC575F8B61A662E8972C,DDABD235C8B46113985005507B476F468D4C283F2C14989F",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"0EBBA00DA053E328AB97A4E5C5776BB9B6942A68858824A06F41F426E315AD08692E8D161CC964621C4812D1E661D41DB2E80D714D9665D6B715A10B8269D74D,372312838EDA93BB0F1865733FDC6ACC5A1AFD7F9CBD0604",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"3C5D2E795AFEF355E5656AF3A7C0A7167C25A32D174FDD92C375F97924239162A5FDFAA8119F6474E6D1EAB6D41128322719D937EBFA9A360E77D4B11580F5F8,637960D51A1036252D15CBADBA9C1732B8D5DF4AA71F6B9545B560F485333DF0",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"C551753B0325187D1759B4FB055B44F7C5077B016C02AF674E8DE69351B69FEFD045A267308AA2DAB81B69919402D7886A6E986473EEEC9556A9003357F5ED45,F6722806843145965513817CEBDECBB1F94808E4A6C0B2F2",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"8583A4EC1C9C73F83013BC508FF6D5501DCD628D5740E37C21761056862FBCD96E3E41706073121A1DC329F8FE5A1C2EBC3B3BBFA9A66AF446ABB0DCCC225E04,E852249323C54848DAAC8B4E18939D898B25FFD50887D095",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"B710815F55E22A33A906AB623FD4D6C2F7CFA8E318C73E206367E2B7BC551F496E2CEB168EE9EEBABB8856B49203F613610C718A1D55F9324595A8AC7A50960A,A66853D79C1859AB168DA9308EAB82F9FDB7F067A6EEEF8895B4F4939751E2E8",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"DB7A67C340F1646C37F5795F16D8F6D022EC524C3FBEF8E685E0A3862EBD6CFC34FFC591BF741DB676BC22C0135301F0C34BC857C75182FD6C38BC271DA7B4C4,159C53F3041BACD4DEC5C552640810921B80DCBF7E2FD9D3",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"CD13B657DE510907D7B33AD293720E0D6B20694EFA23DF68C4B1FF115E5D20DC7A0956BA0A173587D702FC9E9EEBAF727CFE23E354075CFA5232EF9603EE64B5,D937C0BA1F75C95CDE3455D3B36AC86406975D1CB3AA7D70F9165D48395E1114",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"A1654CEE27B5758FA01A90EDDF26E2094B9093BEA5E991B847B50C332986EDCF01FE35C7DD4286F4E6539B420A13B7EA03C32196639D66818E441998B6693084,29A2C2F8FBA079BC4E2EE5F264BF86F99B2876A38F5D7D34",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"F4F0AC3A8889DFBB6FC9D24275A8F0E523C1FB1A2F3FA0C3F3B36320A80670E1D62D15A16A335F0CB14F8AECE7002A5BD8A980F677EA82666B49167947F0A669,87852F941542853BFDE24FE43165ADE6886FA6A0E9C4D4AECDBD4545F8CF579A",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"0161DF8B3E1979DD62E41AC1C92BA883A6D67147A1F2769AF96EA592091A11C183706B0C1DD455701A744EDC4DCFD8F3C61BBC3E9BD01B2874AB25228B2D35AE,0BBD542DC6A4D24DD5D0647D356F407318BFD1394D108840",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"82FBC4649986565231B8ED91F953861DEF61798A0762444E6FC3BE98ED0BB7BBB2B7F3D969FA966677032D041A0F66A8C005A4E118B755D59963E2561099EA66,068F5046828DFD92F5091915D5FCEBF2BC46F63D4F87E05CEFF52E098C2746EC",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"C5274EBD4132CAF41C8B0EEA787BD6BC1ED7D2CEB83E01A767BF75EC1D53B8A4F64DA526E9DA2AF652E07B2CB1B990F845AE38FA19E7CBC0E49EB2E441BCCF68,64A042EED787DD80B896CCFD3F4E70B58DB9E2378BF5D327",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"26986EC73B519D253702C0DC129C00A241C9367271385D8855EC6830A4F2AC689DED3AEDF24B92ED02987E1A0008FCA99BFB850F00FE09D572436AA00B38E171,07F36C1C8D463E051E49F8FE29A894ED81BFE34E56C945536AEF9C02A1830EFD",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"B40DC9E190CAF773FD68D1B648C9F3D96CDDE929EBCD74A1DF18FB0907EAC3C86170D593D69E26B78E8AF9E88B7BCBFA72D307CCC498D4EDE4F2BA589AB25B26,18A6D3CDEB4A8A36552FA909728CB7F4CC4B43B541D6B293",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"01CA3901031C67B0DF0227BA6E327E031DF4637C9065D2237670061189A2F5C079A70EA2599D72B8D853FBC87436D4A2E36B2F8F8F5FFA168AACECA31415ADE9,96795713EDFC91958420A1888131FF93AC245E044B46BF25D69AD77F2A7AD421",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"7069A33CF5FCDD9BACE85809C6FBEEF59B3811D40F111E583F72D4D353E0345E15C33EA1A967A2DA32FE2175FBE616260E54238CC0243AFD4F43534EDDE6C73A,295234C7290382820953AB656133AB11F4AF815A38603F0E",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"D243300180273DEAFE7F4E8905B8FE5BD44D63BC1E21FFEB98B0EE4555D748CAEB6D74E796CA8361B87EEF3D1E50E7318C02C137F1483C01F4A96B95F7835E60,2FF29555036773A1677A507DF10E5759D14E7B32690DA3CC6DE5AEEBDD84E827",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"E6511E7585E6589C9E3FA41FC1DBE18641165D560EB77CF909A3B8B3B64B3A6DF78DA481DA87CE7861BDD020BF0FD548A1AD86D3B680F52F5662530252ADA044,C0159C57B2083763C4EEE3C5A87D6858007DC9EF1895BC44",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"91206778177989FEB251115C89AF564BEEE291C69FB4E80A50898B934657426EFD36BF2961D2B9F982B95D951E1AEFA71974EE596820BD7C650C1A925B81CB37,C6BC22A4C124CB49A50ABA855DCF9F5DB2C930ED4F6D0B321825A327B4B6D1F0",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"0E0E7FDCBB8CEC48C28917E1770454746F575C4F8558BFF63C940C0638AD4FF25E243385CA507116B74F0792AE6CE4871B98D0CD9C29F3727C6C76A2738A71EB,F4B5235F4D2047FA3860F956CD776F4D7998AD617E710DF3",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"FF14B31FAA05557FC6972E3A6F801E93C37D82E1D2C651506BB17A2490FB018D423CD53513F67B789B12486A0B67AED21DD2ACAC11A7A07D4134816F13065503,EDE72BDB7D33291D38327E3E429567BB0E7A1E874F89A9F55572BA6CA6849188",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"630B4F2B3F679C272175AFE2410B2910249B87A82868B7CFF27F27C3156EB15D315E6C3176E2372A1B281F8E855839F64F21636BC54D9170803E9912EB346E09,BBF582E5E8548D254FA9E7E7BAACF95CC31C69915B8065C4",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"B8FCFF600CCC78960CFC9E13873FD651FCF46F057C783D7100C4A9E29AB77BB3449BBFC8936AA3BA1DAA0A8FF362D564A6FED891F6EEB93B70F7B88127265751,4ED47916E17719670389F5A872A007597E5621C72C66B548E27DBB9D8DCEDC05",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"DE8012A6E3EC9DCF31908D16B7D7390B4BDAC81C52CCCFA2DB51F18560A869C4865662D4127B4CB23AFD463C11B4973B84A970429CFCEE741C120DB3AB2507CC,5BA99955D95D2450B1B8E44C1BDE084D9535B7E1FA929E6E",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"3545E52C2408C64534F2102713B0CBA4AFC0A0B898A05C3EF0884981FCA73CECB585F37116848094E66AAC377E2CB28269A54FA548B067B702E9750A6F09E551,C2D4894C0407CF73CC5BE3DB9D3E093DE3EAFCAC71E59AB75D0EDCA1999EB846",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"55A2F52E78ECE46C48574EAFC50A0350DAD8F01FB6CC8DEBECDAC805A5BC4DD156AC07342E3137796D95190B374BACA8B0AC17557EC8E172F537F094E54161F6,4E4947F2EB7F17EB5CCDB00CA0D1BFAD03804FDD46EE01B2",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"8578F8430E60644EB6C67CB97CBC28AAB7065C37624992AF80A61DE8C460A71DCCA408FD4E5AAE1C1CE131B2158496E420E84E1DED40A42BAD3593195D905454,F0BE55ABA7C2042FBD062CC80F99450AC2BE624E741F588F30328AD1553ACA4E",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"5864E764293144651BD166F3578BC203A62985F0CEF85D6A6C2E5B4A517FA0A9D26B8E29AAEE68B1AE31083AC5500DD86FD516FF7CC083875A32BE4F2896B2D9,1FCE02902A8739D53146A88BF012E50CFDA8368BCA756DD6",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"9241A7B8B4AEB5690A24585CCD8BF5ED5915F74F7E376116ADDEE2BFD487BA68C94A55D25DD129CCA5719084AD7FB10D7F97814F6FB86B83ADAE7C6FBFFB4567,7EAA120B474A3D3A25D284D74D8867633EE77EB6046E378CED8EC4826AA223ED",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"75C69F954C6F67864590CC328353924ECCD4D51AB04B88A3FFC01627505694F2132A1B95FB43A30F89CE3A1AA44FEBFA3A10C04857F925C1EAF25B6E93CC8370,C6E50F53DBF0E13ED5312A49CC9C9C949768C4E0038F55D4",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"9A2D2A0E607C99B84AA268603CF51E36A6961C19FC8ED7B3D5D791C4F101367A8AA20BF51CEE4E38A21B0EEF05F9A6A3A8831004FDDE56EB5447B33BE69FB72B,BF308D70ED097CEF0053F59BF90FF41513113236E6F371AAC8D5B7CD95C06189",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"08364EA1CEB23E265ECCCE22DCA0FDE70DE178B5A4FF44CF443D5E2AD47B749193B52CBDE73097CD79C224C47F821574E45A699400975CB30F1A3437046943C2,BA6DB46C7B5261197C434C70CA1E58476DA5AD4F36C17428",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"DB24BA63123C5CB824F7B1654C27CF0B7C9014B63E56386912B97F6AC32F2CDD67CE9F6AEFD6CEB97561DEB3E9573BBAFA76C8D7495EE9655A1415FB9CEBA0C9,3DA5E0EB5DCC9D482BC035E872E8C7E6013EFF2A7767AE25EC55353B117B4E77",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"9EE676D863A049B3DC28D83A366C06DD9BFBD7355DB98CC629247FF89A4AFBF5968B995FA0284C04CDDF8E4C21CC58C2D150F6009CDE6FDAC233FF17EB6E93E9,0A2DB874DC53E99B1A3308E988FC1A9F0F34B9B0F17502B8",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
"028185FDCDDCD5066944622BBDBEEDF5648715CDD12DFB7F0F00ECE63B789A335241BCADD27B885A6621CB527B1D22E1941D1870F37150560FF341C51E168141,E6CE5A01596A077453C24E114CAB07A5EA72649DF46853C83ABCDCB9869AB08F",Generic Payload,Generic Payload,Low,T1190,Malicious,Generic Payload payload from comprehensive dataset
